StudentID,CGPA,Internships,Projects,Workshops_Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
STU05935,9.01,0,0,2,77,3.5,No,Yes,71.2,88.1,NotPlaced
STU08068,8.33,1,2,2,78.9,1.2,Yes,Yes,69,75.8,Placed
STU05284,8.04,1,2,0,83.6,3.7,Yes,Yes,79.1,51.3,Placed
STU02724,8.83,2,1,3,76.6,4.7,Yes,No,77.4,91.7,Placed
STU06579,7.73,2,2,1,72.1,2,Yes,Yes,70.6,80.2,Placed
STU08620,8.93,1,3,1,86,2.5,Yes,No,53.4,92,Placed
STU05540,8.36,1,0,1,86.9,3.4,Yes,Yes,81.4,48.3,Placed
STU02255,6.37,2,1,2,83.9,5,No,Yes,58.2,78.4,Placed
STU08058,7.24,2,1,0,70.5,2.2,No,No,75.1,82.9,NotPlaced
STU03087,7.45,2,3,1,77,4.2,No,No,94.2,92.2,Placed
STU07551,7.81,2,1,1,73.6,2.8,No,Yes,74.3,74.9,Placed
STU04740,8.13,1,1,2,55.7,1.9,Yes,Yes,62.6,66.2,Placed
STU08139,6.04,2,2,2,72,2.1,No,Yes,72.4,60.1,Placed
STU06051,8.74,0,0,1,74.5,3.5,Yes,No,72.6,71.6,NotPlaced
STU04554,6.63,1,2,1,73.2,3.9,No,No,69.3,87.9,NotPlaced
STU08886,7.89,0,2,1,64.1,4,Yes,No,84.3,46.7,NotPlaced
STU02584,8.6,1,4,0,72.3,2.7,Yes,No,86.5,74.5,Placed
STU03422,7.43,2,1,3,70.9,1.4,No,No,71,72.1,Placed
STU04259,7.42,0,1,3,65.8,3.3,Yes,No,58.1,90.3,NotPlaced
STU01346,6.16,2,2,0,74.5,3.8,Yes,No,65.3,97.4,NotPlaced
STU04301,7.12,1,1,2,66.9,3.9,No,No,81.5,76.3,Placed
STU08926,8.08,1,4,2,76.2,2.8,No,Yes,61.6,64.7,Placed
STU09626,6.89,0,2,2,66.8,3.6,No,No,55.8,81.1,NotPlaced
STU04080,7.22,0,4,2,78.8,3.8,Yes,Yes,67.1,57.8,Placed
STU03642,7.34,1,2,0,78.2,1.9,No,No,78.3,52.5,NotPlaced
STU04891,6.76,1,2,1,79,3,Yes,No,69.3,40,NotPlaced
STU09828,6.96,1,2,2,78.1,2.9,Yes,Yes,75.6,66.1,Placed
STU03528,9.36,1,3,0,78.1,5,Yes,No,83.3,76.8,Placed
STU00718,7.64,1,0,1,74.7,3.7,No,Yes,79.5,76.8,NotPlaced
STU02928,7.69,0,2,1,85.8,2.9,Yes,Yes,66.9,83.6,Placed
STU05306,8.47,1,3,2,69.8,3.7,Yes,No,53.2,58.1,Placed
STU01637,6.64,1,2,2,51.9,2.3,Yes,No,75.2,72.4,NotPlaced
STU07007,8.95,0,1,0,99.8,3.2,Yes,Yes,74.4,81,Placed
STU08453,6.7,1,4,1,83.2,4,No,No,73.9,73.5,Placed
STU01313,8.75,0,0,3,59.8,1.6,Yes,Yes,81.4,75.6,Placed
STU08286,8.35,1,1,2,73.4,3.1,No,No,70.8,65.6,Placed
STU01447,7.02,0,1,2,74,1.9,Yes,Yes,49.9,67.1,NotPlaced
STU05025,9.55,2,2,2,63.5,3.3,No,Yes,79,50.8,Placed
STU01773,6.94,1,1,0,72.4,4,Yes,Yes,82.3,69,Placed
STU02379,7.13,0,0,1,71.5,3.7,Yes,No,83.5,69.3,NotPlaced
STU02650,8.31,0,1,0,67.5,3.8,No,Yes,78.7,65,NotPlaced
STU01824,6.91,1,0,1,66.3,5,Yes,Yes,57.7,79.5,Placed
STU08997,8.55,0,3,1,67.1,3.4,No,Yes,69.6,61,Placed
STU04606,7.27,1,0,2,79.1,2.9,Yes,Yes,81.2,58.1,Placed
STU07474,8.65,0,4,3,65.7,3,No,No,93.4,62.8,Placed
STU07228,7.45,1,3,2,60,4.3,Yes,Yes,83.7,91.6,Placed
STU00274,7.51,1,2,2,73.1,3.5,No,No,82.5,99.6,Placed
STU08556,7.66,1,1,2,67.8,2.8,No,No,58.8,61.3,NotPlaced
STU03306,8.46,1,1,2,72.9,4,No,Yes,75.3,72.8,Placed
STU05972,7.5,2,0,2,62.7,3.1,Yes,No,78.3,93.5,Placed
STU02973,6.27,1,0,2,60.2,3.9,Yes,Yes,74.8,84.3,Placed
STU07018,6.73,1,0,1,85.3,3.3,Yes,Yes,77.9,82.1,Placed
STU01997,7.48,0,2,0,66.7,4.4,Yes,Yes,81.5,49,NotPlaced
STU01181,7.66,1,3,2,86.8,2.5,No,Yes,69.1,77.8,Placed
STU03614,7.86,2,1,1,69.7,3.6,Yes,Yes,63.3,75.2,Placed
STU07096,5.96,0,2,1,80.2,2.3,No,Yes,66.3,55.9,NotPlaced
STU06661,8.25,0,3,3,69.1,3.1,No,No,75.8,55.1,Placed
STU00023,7.56,1,3,1,64.5,3.4,Yes,Yes,52.5,70.4,Placed
STU05391,6.87,1,0,3,65.9,3.3,Yes,No,66.6,67.5,NotPlaced
STU03225,7.76,2,2,3,68.9,1.8,No,No,82.4,77.1,Placed
STU05155,6.72,1,1,1,80.5,2.7,No,No,41.7,90.2,NotPlaced
STU00238,7.67,1,3,1,53.3,3.3,Yes,No,63.9,91.4,Placed
STU09473,5.83,1,2,3,49,4.8,Yes,Yes,98.6,55.1,Placed
STU06306,8.38,1,3,3,69.8,3.9,No,No,71.9,83.9,Placed
STU01589,6.76,0,2,1,59.9,4.1,Yes,Yes,61.8,61.7,NotPlaced
STU06198,7.07,0,3,2,81.5,2.4,Yes,No,65,60.9,NotPlaced
STU08912,6.76,0,3,1,69.1,4,Yes,No,51.3,84.8,NotPlaced
STU05579,6.29,0,1,2,71.2,2.8,No,No,40,55.2,NotPlaced
STU03789,7.66,1,0,1,66.2,2.5,Yes,No,76.8,86.4,NotPlaced
STU01482,7.16,0,1,1,78.9,2.7,Yes,No,61.5,64.4,NotPlaced
STU03214,8.87,1,2,1,77.9,3.3,No,Yes,83.8,63.5,Placed
STU07394,7.19,1,0,2,90.5,3.1,Yes,Yes,76.8,68.1,Placed
STU03062,7.2,0,3,2,72.4,3.8,Yes,No,64.8,94.1,Placed
STU05211,7.6,1,1,1,69.2,3.7,Yes,Yes,80.2,60.3,NotPlaced
STU05864,5.89,0,1,1,79.1,3.5,Yes,No,64.2,78.9,NotPlaced
STU08717,8.08,1,1,1,91,4.6,Yes,No,77.2,60.6,Placed
STU02074,7.68,1,1,3,91.6,1.9,Yes,Yes,60.1,61,Placed
STU03182,7.97,1,1,1,71.6,2.4,Yes,Yes,61.9,57.8,Placed
STU05388,6.14,1,1,1,85.7,4.5,No,Yes,56.4,83,NotPlaced
STU04467,8.27,3,1,0,61.6,2.3,Yes,Yes,76,67.2,Placed
STU09530,7.36,1,0,0,80.5,4.4,Yes,Yes,69.9,47.5,NotPlaced
STU08817,7.26,2,2,0,71.2,3.7,Yes,No,89.9,67.3,Placed
STU08145,8.48,0,1,1,66.5,3.1,No,No,76.6,50.7,NotPlaced
STU02931,8.28,1,1,1,77.9,3.1,No,No,59.6,55.1,NotPlaced
STU01840,7.31,1,3,2,57.7,3.4,No,No,80.8,74.5,Placed
STU05713,8.27,0,4,2,73.3,3.4,Yes,Yes,68.5,77.8,Placed
STU09878,6.28,2,1,2,75.9,3.8,Yes,No,51.6,68.9,NotPlaced
STU05179,7.39,1,0,1,74,3.8,No,No,83.1,62.6,NotPlaced
STU02532,6.67,1,3,2,84.3,4.2,Yes,Yes,71.7,72.4,Placed
STU00514,6.68,0,2,1,78.2,3.9,No,Yes,68.7,69.8,NotPlaced
STU08219,7.3,2,3,1,69.1,4.7,No,No,73.7,67.5,Placed
STU05669,5.94,2,2,3,62.2,3,Yes,Yes,74.3,46.2,Placed
STU05811,8.49,1,2,1,74.9,2.4,Yes,No,71.8,84.1,Placed
STU08392,7.39,1,2,3,72.9,2.9,No,Yes,87.6,69.6,Placed
STU00275,6.62,0,1,2,61.7,2.3,No,No,51.4,66.9,NotPlaced
STU01251,7.8,2,1,2,43,2.6,Yes,Yes,81,67.1,Placed
STU00439,5.97,1,3,0,75.7,4.6,No,Yes,80.9,73.6,Placed
STU07208,8.84,0,4,3,71.6,3.5,Yes,Yes,90.2,66.7,Placed
STU00522,7.99,3,2,1,72.5,3,Yes,No,72.3,79,Placed
STU03959,8.51,1,3,1,81,3.4,Yes,Yes,95,89.3,Placed
STU07029,6.46,1,3,0,65.9,2.1,No,Yes,76,78.2,Placed
STU05200,8.33,0,2,3,80.2,4.1,Yes,No,71.9,63.8,Placed
STU06914,8.55,1,1,0,52.4,2.9,No,No,86,62.4,NotPlaced
STU07710,6.71,2,3,2,68.9,3.4,Yes,Yes,71.7,76.2,Placed
STU05331,7.02,1,0,2,78.6,5,No,No,71.1,64.6,NotPlaced
STU00448,6.65,1,0,1,64.5,3.4,Yes,Yes,86,81.5,NotPlaced
STU00402,6.96,1,1,1,69.3,2.5,No,Yes,76.6,73.6,NotPlaced
STU05550,8.7,0,2,1,80.5,4.1,Yes,No,92.8,53,Placed
STU06162,8.28,1,1,2,64.8,3.5,No,Yes,68.3,65.9,Placed
STU04107,7.24,1,1,2,79,3.4,No,Yes,75.2,65.7,NotPlaced
STU03061,7.79,1,1,0,72.4,4.6,Yes,No,61.2,76.2,NotPlaced
STU05641,8.21,1,2,2,63.1,4,Yes,No,87.8,93,Placed
STU04339,5.64,1,3,2,61.8,4.1,No,Yes,94.3,93.5,Placed
STU03932,8.88,2,1,1,55,3.3,Yes,No,55.5,89.2,Placed
STU06571,7.38,2,2,2,60.1,3.2,Yes,Yes,68.6,55.8,Placed
STU07550,9.01,1,1,1,75.2,1.9,No,Yes,83.9,83.2,NotPlaced
STU02753,7.08,1,3,2,84.2,4.4,Yes,No,55.5,89.1,Placed
STU07286,6.55,1,3,1,70.4,3.5,Yes,Yes,71.9,69,Placed
STU04620,7.4,0,2,2,75.2,4.9,No,Yes,71.7,40,Placed
STU08826,6.27,3,0,2,77.7,4.4,No,Yes,71.5,76.3,Placed
STU02572,6.2,0,1,2,66,4.3,Yes,Yes,74.7,76.7,NotPlaced
STU08169,6.82,1,3,1,72,3.7,No,Yes,79,70.6,Placed
STU09285,7.68,1,2,1,76.5,3.1,Yes,Yes,77.7,68.1,Placed
STU09399,7.02,2,3,2,66.8,2.4,Yes,No,77,65,Placed
STU03259,8.57,0,1,0,79.1,3.2,No,Yes,66.1,82.2,NotPlaced
STU07879,6.98,2,1,1,89.3,4.5,No,Yes,85.2,53.2,Placed
STU02143,7.66,0,0,1,81.1,3.1,No,No,96.1,78.6,NotPlaced
STU00264,6.58,2,0,1,59.1,4.4,No,Yes,62.8,83,Placed
STU00407,6.54,3,2,0,82.8,3.2,No,No,70.9,59.6,Placed
STU04110,7.71,2,3,2,83.4,2.9,Yes,Yes,83.5,64,Placed
STU01982,6.26,1,1,0,84.1,2.6,Yes,No,81.2,83.1,NotPlaced
STU05455,8.38,2,2,0,70.5,3.9,Yes,No,93.5,90,Placed
STU08263,7.33,1,1,1,68.5,3.7,Yes,No,49.4,65.6,Placed
STU01068,8.54,0,3,2,72.7,4,Yes,Yes,77.8,64.5,Placed
STU02174,7.64,1,1,1,72.3,5,Yes,Yes,67.2,95.5,Placed
STU05718,7.26,2,1,1,82,3.5,Yes,No,57.7,68,Placed
STU09361,8.78,2,3,1,75.3,2.3,No,Yes,74.5,66.9,Placed
STU07794,7.09,0,1,1,77.3,3.7,Yes,Yes,75.8,54.8,NotPlaced
STU03394,7.43,0,2,2,64.4,2.9,Yes,No,72.1,65.7,NotPlaced
STU02476,8.15,1,3,2,66.1,2.4,Yes,No,76.9,56.9,Placed
STU01303,7.34,0,4,1,63.4,3.3,Yes,Yes,59.1,75.1,Placed
STU04083,9.01,2,2,0,79.5,3.7,Yes,Yes,63.6,91.7,Placed
STU09592,7.22,2,2,2,78.2,2,No,No,64.6,74.3,Placed
STU09886,6.51,1,1,0,67,4.3,No,No,65.1,64.7,NotPlaced
STU05967,8.27,0,1,2,72.3,3,No,No,65.7,81.3,NotPlaced
STU00631,5.98,1,1,3,58.9,2.9,Yes,No,60.5,83.2,NotPlaced
STU02717,8.06,2,2,3,77.1,4,No,No,62.3,40,Placed
STU02938,7.29,0,3,1,84.1,3.6,No,Yes,49,65.4,Placed
STU01057,7.48,2,1,0,65,3.4,Yes,No,58.1,71.2,Placed
STU01867,8.43,2,0,0,64.6,3.6,Yes,Yes,62.5,86.6,Placed
STU06854,5.95,1,2,2,71.4,4.3,No,Yes,56.2,52.6,NotPlaced
STU00709,5.63,2,0,2,75.4,2.1,Yes,No,57.7,48.7,NotPlaced
STU06963,7.95,1,3,1,61.7,3.7,Yes,No,78.2,86.9,Placed
STU00641,7.2,2,2,2,52.9,4,No,Yes,60.4,98.7,Placed
STU03671,8.43,1,2,1,58.1,3.9,Yes,Yes,100,48.7,Placed
STU01913,8.07,1,2,3,74.4,4.5,Yes,Yes,68.1,75.2,Placed
STU01566,7.25,2,1,1,85.9,4.4,No,Yes,64.1,96.3,Placed
STU03564,8.58,0,2,3,83.9,3.2,No,No,73,91.6,Placed
STU02216,7.74,1,1,2,72.7,3.2,Yes,Yes,68.8,63.1,Placed
STU02913,6.84,2,1,2,81.3,2.8,Yes,Yes,68.4,68.2,Placed
STU03699,8.34,1,3,1,69.1,3.7,No,No,61.5,65.6,Placed
STU02651,6.68,2,1,0,75.4,3.7,No,Yes,61.7,85.2,Placed
STU06278,7.33,3,2,0,69.3,4.4,Yes,No,77.2,56.2,Placed
STU07260,9.71,0,3,1,67.6,3.3,No,Yes,92.3,66.3,Placed
STU05216,7.95,1,3,1,70.5,1.7,Yes,Yes,81.6,73.7,Placed
STU07531,8.63,2,3,1,52.8,2.3,Yes,No,73.7,73.3,Placed
STU02502,8.37,2,0,3,88,2.7,Yes,Yes,43.6,63.6,Placed
STU06638,6.32,1,2,3,77.6,3.8,No,No,71.6,70.7,NotPlaced
STU06735,8.05,1,4,1,66.4,3.2,Yes,Yes,62.4,51.8,Placed
STU07740,8.05,1,1,3,65.2,5,No,No,63.5,100,Placed
STU02420,6.31,0,2,0,59.6,3.8,Yes,No,82.6,73.6,NotPlaced
STU09958,6.57,1,0,3,72.6,3.3,No,No,75.6,100,NotPlaced
STU00870,9.31,2,4,1,81.7,3.4,Yes,No,76.5,77.4,Placed
STU08856,6.9,0,1,0,70.1,3.9,No,No,77.8,65,NotPlaced
STU05081,6.61,0,3,1,82,3.9,No,Yes,99,79.9,Placed
STU02795,7.47,1,2,3,72.1,2.5,No,Yes,78.5,75.4,Placed
STU05015,7.57,1,2,3,72.4,3.8,No,Yes,85.6,87.2,Placed
STU08978,7.45,3,1,1,73.5,3.4,No,No,53,70.5,Placed
STU05482,7.91,1,4,2,65.7,3.9,No,Yes,57.2,64.4,Placed
STU01652,7.79,0,2,1,72.3,3.4,No,Yes,78.2,54.4,NotPlaced
STU02613,7.32,2,2,0,94.5,4.4,No,Yes,59.2,83.9,Placed
STU01114,7.95,0,1,0,63.4,3.3,Yes,Yes,57.9,70.5,NotPlaced
STU06614,9.48,3,1,0,82.2,3,No,Yes,57.7,77.7,Placed
STU03940,6.8,3,1,0,78.7,3.1,No,Yes,84.2,56.6,Placed
STU09151,8.09,3,2,1,83.9,3.6,Yes,Yes,48.8,68.1,Placed
STU09694,7.29,2,2,1,62,2.6,No,Yes,82.8,84.6,Placed
STU04111,8.53,1,1,1,66.5,3.8,No,Yes,66.8,59.9,NotPlaced
STU08559,7.42,1,1,1,80.7,4.4,Yes,Yes,82.2,82.2,Placed
STU05317,6.14,1,1,0,81.2,4.3,Yes,Yes,96.1,69.9,Placed
STU04737,6.79,2,2,0,72.5,3.9,Yes,No,88.6,75.9,Placed
STU03175,6.6,1,3,2,64.6,1.8,Yes,Yes,63,64.8,Placed
STU00030,7.24,2,3,1,72,3,No,Yes,44.7,75.8,Placed
STU03249,7.71,0,2,0,75.9,4.8,Yes,No,68.5,95.8,NotPlaced
STU06248,8.08,1,2,2,84,5,No,Yes,80.5,62.9,Placed
STU06230,6.93,1,2,2,69.2,2,Yes,No,69.4,56.8,Placed
STU09672,7.85,2,1,1,56.5,2.8,No,Yes,74.1,77.7,Placed
STU08265,5.51,1,4,2,62.7,3.7,Yes,No,63.6,75.4,Placed
STU05290,8.32,2,1,0,75.1,2,No,Yes,59.4,62.1,Placed
STU04936,7.99,1,2,3,69,2.3,Yes,No,69.2,74.4,Placed
STU06061,7.54,0,1,2,90.8,3.8,Yes,No,63.3,60.3,NotPlaced
STU02898,9.05,0,2,3,72.1,2.9,No,Yes,81,61.9,Placed
STU04779,6.51,0,3,2,85.1,2.2,No,No,79.2,77.7,NotPlaced
STU05103,7.72,1,2,0,79.3,3.4,No,Yes,69.9,50,Placed
STU00254,8.43,0,3,2,68.2,2.8,Yes,Yes,65.8,57.5,Placed
STU05061,7.23,1,0,1,51.1,2.5,Yes,Yes,96.4,63.9,NotPlaced
STU01361,7.49,0,1,2,59,2.5,No,Yes,59.7,79.6,NotPlaced
STU00796,8.45,2,1,1,89.3,4,Yes,Yes,56.3,74.6,Placed
STU07817,6.98,2,2,3,63.3,3,Yes,Yes,71.8,82,Placed
STU04023,5.83,1,2,0,76.4,2.5,No,Yes,63.3,70,NotPlaced
STU01568,7.96,3,4,1,65.1,5,No,Yes,100,64.6,Placed
STU09269,9.11,1,3,2,71.5,2.6,Yes,No,68,60.9,Placed
STU04801,7.96,3,2,2,73.6,3.6,Yes,Yes,49.2,68.3,Placed
STU06152,6.7,0,2,2,72.5,3.8,No,No,40,70.2,NotPlaced
STU02775,7.06,1,1,2,81.8,3.5,Yes,No,92.4,63.1,Placed
STU02845,7.7,2,2,1,71,3.1,No,Yes,84.9,67,Placed
STU08584,8.07,0,1,3,63.1,3.7,No,No,71.6,61.8,NotPlaced
STU04432,5.49,0,2,3,79.3,2.8,No,Yes,62.3,74.3,NotPlaced
STU09280,7.22,1,1,1,64.8,2.9,No,Yes,44.6,66.1,NotPlaced
STU09040,7.49,1,2,2,74.5,1.7,No,No,75,82.5,NotPlaced
STU03620,8.31,1,2,0,63.4,4.8,Yes,No,74.2,69.6,Placed
STU09941,6.99,1,2,1,81.4,1.6,Yes,No,75,64.7,NotPlaced
STU06925,5.67,0,1,1,70.7,3.1,Yes,No,77.4,61.5,NotPlaced
STU08489,8.01,1,0,1,76.4,3.2,Yes,Yes,73.2,64.3,Placed
STU07265,7.37,0,3,3,75.5,4.2,Yes,Yes,77.5,61,Placed
STU08948,7.67,1,0,0,60.8,3.6,No,No,99.6,49.1,NotPlaced
STU06208,7.62,2,2,0,86,4.4,Yes,No,70.7,77,Placed
STU05653,7.38,0,2,1,75,2.6,Yes,No,90.6,67.4,NotPlaced
STU00854,8.57,0,3,0,62.3,3.6,Yes,No,80.4,67.4,NotPlaced
STU09146,5.97,0,1,1,88.8,3.2,Yes,Yes,83.1,92,NotPlaced
STU09118,8.16,1,4,1,70,2.8,Yes,Yes,52.7,75.2,Placed
STU00262,7.45,2,2,3,80.7,4.1,Yes,Yes,64.9,74.3,Placed
STU00563,8.28,0,2,0,80.5,3.6,No,Yes,89.7,67.3,NotPlaced
STU00578,8.19,1,3,1,61.9,3.2,No,Yes,65.1,91.3,Placed
STU06307,6.77,1,0,2,85.8,2.9,Yes,Yes,94.5,63.5,NotPlaced
STU05639,7.19,1,2,2,71.9,3.8,No,Yes,58.3,65.3,NotPlaced
STU03356,7.35,1,0,0,65.1,4.6,No,No,89.2,81,NotPlaced
STU06487,7.29,3,0,1,74.3,3.3,No,Yes,84.6,64,Placed
STU09675,8.06,1,1,3,74.4,4,Yes,Yes,71.3,48.7,Placed
STU00678,9.08,1,1,2,56.7,4.8,Yes,Yes,60.8,67.5,Placed
STU04321,7.48,2,2,1,86.9,2.5,No,Yes,50.1,62.2,Placed
STU05197,8.43,2,2,0,66.7,3.5,No,No,68.5,68.9,Placed
STU01283,8.14,3,3,2,69.8,4.4,No,No,81.4,61.3,Placed
STU03001,5.78,1,2,2,56.7,4,No,No,79.1,89.6,NotPlaced
STU06772,7.53,2,1,2,87.7,4.2,Yes,Yes,92.8,79.6,Placed
STU03946,8.32,0,2,1,72.5,3.6,Yes,No,90.7,84.6,NotPlaced
STU05738,8.77,0,1,2,72.7,3.9,Yes,Yes,82.4,72,Placed
STU06331,8.69,1,1,1,86.3,2.4,Yes,No,56.4,76.2,Placed
STU02273,6.89,1,1,2,76.1,2.4,Yes,No,65.6,66.9,Placed
STU01030,6.58,0,2,1,71.4,4.2,Yes,No,68.4,78,NotPlaced
STU06813,6.75,1,1,2,68.1,4.1,No,Yes,79.8,57.2,Placed
STU07809,8.98,1,4,2,90.4,2.3,Yes,Yes,59.6,85,Placed
STU09821,7.77,2,0,2,65.2,4,Yes,Yes,79.1,76,Placed
STU06068,8.49,2,1,2,73.8,2.3,No,Yes,74.4,79.8,Placed
STU08114,6.36,0,3,2,62.9,2.8,No,Yes,69.7,77.9,NotPlaced
STU08660,7.61,2,0,0,78.9,4.5,Yes,Yes,74.2,55,Placed
STU05957,7.39,3,3,0,64.5,5,No,No,86.4,58.5,Placed
STU06461,7.16,3,1,1,89.7,3,No,Yes,55.7,76.7,Placed
STU03851,7.03,1,3,1,64.8,3.1,Yes,Yes,61.5,52.6,Placed
STU03273,8.29,1,2,2,67.6,3.7,Yes,Yes,72.3,74.1,Placed
STU07071,8.59,1,2,1,90.5,2.6,Yes,Yes,82.4,43.4,Placed
STU08393,8.92,1,1,0,80.4,3.4,No,No,88.8,63.9,NotPlaced
STU07855,6.6,0,2,2,80.3,3.4,Yes,No,49,62.5,NotPlaced
STU09037,7.53,2,2,0,69.8,2.9,No,Yes,77.7,73.2,Placed
STU08831,7.16,0,2,2,68.7,2.3,No,Yes,63.5,68.5,NotPlaced
STU08099,7.89,2,1,2,69.6,2.5,No,No,80.6,80.5,Placed
STU05438,8.57,1,2,2,80.4,3.7,Yes,Yes,78.5,82.8,Placed
STU09354,7.65,1,1,0,70,4.3,Yes,No,71.2,40,NotPlaced
STU03484,7.44,1,1,0,65.4,3.8,No,No,78,85.7,NotPlaced
STU04357,7.7,2,0,2,88.6,2.8,Yes,Yes,95.8,71.3,Placed
STU04962,6.57,2,1,1,59.4,2.5,Yes,No,83,71.4,Placed
STU04213,8.22,1,1,0,69.8,3.2,Yes,Yes,52.5,53.3,Placed
STU05466,7.48,1,4,2,65.9,3.7,No,Yes,71.1,62.6,Placed
STU06856,9.02,1,2,2,73.5,3.8,Yes,No,76.6,48.7,Placed
STU01873,7.22,1,1,1,75.6,3.1,Yes,No,56,82.9,NotPlaced
STU08640,6.95,0,2,1,62.4,3.2,Yes,Yes,71.2,76.5,NotPlaced
STU04103,8.72,2,1,2,84.3,5,Yes,Yes,77.7,90.5,Placed
STU02493,7.06,1,2,2,64,4.2,Yes,No,78.1,57.3,NotPlaced
STU08583,6.04,2,1,0,63.2,2.5,Yes,Yes,80.8,61.2,Placed
STU09788,9.01,1,0,2,79.3,4.7,Yes,Yes,82.8,74.1,Placed
STU02539,6.38,2,2,2,66.3,2.9,Yes,Yes,71.3,70.2,Placed
STU07482,7.77,2,1,2,62.5,3.8,Yes,Yes,85.6,72,Placed
STU05509,7.3,0,3,3,90.7,4.2,Yes,Yes,74.8,65.6,Placed
STU07436,7.76,0,0,2,77.9,3.2,No,No,63.5,61.9,NotPlaced
STU02007,7.5,0,1,2,97,4.7,Yes,Yes,76.5,58.2,Placed
STU07734,7.5,1,2,0,73.7,2.8,Yes,No,55,76.4,NotPlaced
STU02185,5.51,1,2,1,79.2,3.4,No,Yes,71.8,66.7,NotPlaced
STU05415,6.86,1,1,2,76.9,2.7,Yes,No,82.6,100,NotPlaced
STU06562,8.71,1,3,1,70.5,4.1,Yes,No,80.8,85.1,Placed
STU08910,8.12,1,2,0,72.6,3.6,No,No,53,80.1,NotPlaced
STU04378,9.34,1,3,1,72.6,3.4,No,No,75.9,77.2,Placed
STU02976,7.6,0,2,2,68.3,4.4,Yes,No,67.9,79.5,NotPlaced
STU05343,5.97,1,1,1,91,3.7,No,Yes,82.5,61.1,NotPlaced
STU09095,8.59,1,1,2,84,2.9,Yes,No,75.4,63.3,Placed
STU02113,7.54,2,2,1,79.9,4.5,Yes,Yes,55.9,87,Placed
STU01649,8.57,0,2,0,71.2,2.5,No,Yes,64.3,72.8,NotPlaced
STU01848,6.72,0,1,3,59.8,3.2,Yes,Yes,61,79.3,NotPlaced
STU01200,8.73,0,2,2,77.5,4,No,No,84.6,66.9,NotPlaced
STU01041,9.02,3,0,2,69.7,3.9,Yes,No,85.5,74.4,Placed
STU07602,7.04,1,2,0,57.4,4.3,Yes,No,59.3,72.7,NotPlaced
STU02901,7.46,0,1,2,68.4,3.7,Yes,Yes,82.9,71.3,Placed
STU02435,7.7,0,2,1,49.7,2.2,No,No,74,66,NotPlaced
STU09979,6.59,3,1,1,92.1,5,Yes,Yes,74.7,97.2,Placed
STU06161,7.63,2,1,0,73.9,2.7,Yes,Yes,73.5,69.3,Placed
STU02048,7.49,0,0,1,70.5,3.1,Yes,Yes,100,73.9,NotPlaced
STU08459,6.72,1,2,1,53.2,3.2,Yes,No,67.2,65.7,NotPlaced
STU02472,9.63,2,3,2,76.4,3.4,Yes,Yes,89.7,51.5,Placed
STU04109,7.32,1,2,2,86.1,2.9,Yes,Yes,40,78.6,Placed
STU00503,6.24,1,3,2,67,4.1,Yes,No,75.4,58.3,Placed
STU09740,7.87,1,2,3,59.5,3.2,Yes,No,64.7,73.4,Placed
STU01947,7.84,1,2,2,71.2,2.7,No,No,77.1,43.9,Placed
STU09172,7.54,1,1,2,75.8,2.7,Yes,No,58.5,71.2,NotPlaced
STU07103,7.59,2,1,0,54.2,2.4,Yes,Yes,83.2,82.7,Placed
STU02945,7.79,0,2,1,55.4,3.3,Yes,Yes,77.3,64.1,NotPlaced
STU02071,8.37,2,4,1,58,2.6,No,No,100,93.5,Placed
STU09697,7.61,1,1,0,77.3,3.1,Yes,Yes,59.3,77.1,Placed
STU06885,7.66,2,1,1,69,3.7,Yes,No,82.6,79,Placed
STU02490,5.77,1,1,1,60.9,3.7,Yes,No,74.7,71.4,NotPlaced
STU03512,6.71,0,2,1,52.2,4.1,Yes,Yes,70,58.4,Placed
STU01299,7.74,3,1,0,73.3,4.4,No,Yes,70.9,86.3,Placed
STU03617,6.61,0,1,2,71,2.5,Yes,Yes,69.7,60.7,NotPlaced
STU08220,6.3,0,3,2,77.5,3.2,No,Yes,66.4,74.1,NotPlaced
STU07308,8.79,2,1,0,77.4,3.3,No,No,87.6,78.3,Placed
STU05109,6.53,2,1,1,48.5,3.4,Yes,Yes,92.3,63,NotPlaced
STU08913,7.3,2,2,1,74.3,1.5,Yes,No,56.9,57.1,NotPlaced
STU08764,8.02,2,2,1,62,2.6,Yes,No,69.9,78.3,Placed
STU04954,8.37,1,2,2,83,2.4,No,Yes,62.7,77.2,Placed
STU00630,8.48,1,0,0,65.6,3.6,Yes,No,40,51.7,NotPlaced
STU01434,6.98,1,2,1,92.7,4.1,Yes,Yes,77.7,71.7,Placed
STU00450,6.55,1,2,1,61.2,4.2,No,No,65.8,52.6,NotPlaced
STU04567,8.27,2,1,2,61.7,3.5,Yes,Yes,72,83.5,Placed
STU02990,9.67,3,2,1,71.2,4.5,Yes,No,67.6,63.5,Placed
STU04433,7.7,2,0,1,60.4,2.7,Yes,Yes,62,61,NotPlaced
STU02102,6.69,0,4,2,67.8,3.4,Yes,Yes,99.8,66.5,Placed
STU09477,7.74,3,3,1,58.6,3.3,Yes,No,71.1,67.4,Placed
STU05295,8.69,1,0,2,83.1,3,No,No,91.6,80.1,NotPlaced
STU07381,8.34,1,2,2,76.6,3.9,No,Yes,84.5,76.1,Placed
